Genes,Interactors,Norm_Symbol
SCNN1B,"['NEDD4L', 'NEDD4', 'COMMD1', 'SERP1', 'SCNN1A', 'EPN1', 'WWP2']",SCNN1B
CLTC,"['C10orf88', 'HIP1', 'ATG16L1', 'DAB2', 'EHD1', 'EPN1', 'STAM', 'MYBL2', 'PICALM', 'CLTB', 'AP2B1', 'CLINT1', 'WNK1', 'HGS', 'PTAFR', 'OCRL', 'ERG', 'TNK2', 'MYO6', 'AP2A2', 'SRC', 'GGA1', 'AP1G1', 'EP300', 'STAMBPL1', 'TOM1', 'EPS15', 'PTPN23', 'AMPH', 'ARRB1', 'CLTA', 'STAMBP', 'GGA2', 'HIP1R', 'MAP1LC3A', 'AP2M1', 'HERC1', 'CDK2', 'TOM1L1', 'FBXW11']",CLTC
RPL38,"['RPS25', 'RPL21', 'RPS13', 'RPL11', 'RPL10', 'RPL8', 'RPS19', 'DCC', 'RPL23A', 'RPL36', 'RPL35', 'RPL3', 'RPS6', 'RPS15A', 'RPS2', 'RPL7', 'RPL14', 'RPS12', 'RPL30', 'RPL18', 'RPL5', 'RPL7A']",RPL38
NCLN,['NOMO1'],NCLN
PPFIBP1,"['YWHAQ', 'YWHAG']",PPFIBP1
MAGEH1,['NGFR'],MAGEH1
STK11IP,['SMAD4'],STK11IP
CCDC124,"['PRKRA', 'ADARB1']",CCDC124
BCOR,"['RYBP', 'MLLT3', 'BCOR', 'USP7', 'CBX4', 'YAF2', 'SP1', 'MLLT1', 'CBX8', 'ESR1', 'RING1', 'BCL6', 'PCGF3', 'KDM2B', 'PCGF1', 'PCGF5', 'SKP1', 'NACC1', 'RNF2']",BCOR
CNNM1,"['PTP4A2', 'PTP4A1']",CNNM1
TRIM6,"['TRIM6', 'TRIM5', 'MYC']",TRIM6
NSMCE4A,"['MAGEA1', 'SMC6', 'NSMCE1', 'NDNL2', 'TRIM31']",NSMCE4A
MED9,"['MED23', 'MED14', 'MED7', 'MED12', 'MED8', 'CDK19', 'MED6', 'POLR2E', 'MED26', 'POLR2B', 'CDK8', 'MED17', 'MED15', 'MED13', 'MED28', 'MED16', 'MED21', 'MED29', 'MED10', 'MED13L', 'MED1', 'MED22', 'MED20', 'MED11', 'MED4', 'MED19', 'MED18', 'POLR2A']",MED9
RAX,['PAX6'],RAX
CTBP2,"['KCNIP3', 'FHL3', 'CCNH', 'CTBP2', 'ZNF217', 'PROX1', 'KLF3', 'CDKN2A', 'SOX13', 'ZBP1', 'STUB1', 'LCOR', 'ATXN1L', 'RAI2', 'ZFPM2', 'CTBP1', 'KLF8', 'ZEB1', 'DMRTB1', 'MDM2', 'BCL3', 'HIC1', 'IKZF1', 'CBX4', 'PPP1R15A', 'TGIF1', 'RBBP8', 'NRIP1', 'NOL4', 'SOX6', 'EHMT2', 'BAZ2B']",CTBP2
CACNA1C,"['CABP1', 'KCNE2']",CACNA1C
AANAT,['YWHAZ'],AANAT
RPS19,"['RPS24', 'RPS25', 'RPS4X', 'RPS28', 'RPS11', 'RPL23', 'RPL21', 'RPS13', 'RPL24', 'RPL11', 'RPLP1', 'RPL37A', 'RPL28', 'RPL10', 'RPL12', 'RPL31', 'RPS26', 'RPL6', 'RPL23A', 'RPL35', 'RPS16', 'RPS14', 'RPS23', 'RPS9', 'RPS6', 'RPS10', 'RPS15A', 'RPL9', 'UBL4A', 'RPL22', 'RPS7', 'RPS2', 'RPL7', 'RPL14', 'RPS15', 'RPS5', 'RPL18A', 'RPS8', 'RPS12', 'RPS3A', 'RPL19', 'RPL18', 'RPSA', 'RPS20', 'RPL38', 'RPL15', 'RPL10A', 'TRIM25', 'RPS3', 'RPL5', 'RPL7A', 'FGF2', 'RPL4']",RPS19
MAF,"['FOS', 'USP5', 'UBE2O', 'MYB', 'MAF', 'SOX9', 'EP300']",MAF
ZGPAT,"['GOLGA2', 'PRPF3', 'DHX15', 'AES', 'KIFC3', 'CEP70', 'CCDC33', 'SSX2IP', 'KRT15', 'DVL2', 'IKZF3', 'ZBTB8A', 'TFIP11', 'KRT40', 'MID2', 'PRPF8', 'PRPF4', 'BEND5', 'AIMP2', 'SNRPG', 'SNRPE', 'CDCA7L', 'BLZF1', 'TP53BP2', 'TRIM27', 'LZTS2', 'MIPOL1', 'AMOTL2']",ZGPAT
GLIDR,['MDFI'],GLIDR
PURA,"['E2F1', 'RB1']",PURA
CNP,['ZDHHC17'],CNP
MAP3K14,"['TRAF3', 'ZFP91', 'SLC9A1', 'TNAP', 'TRAF1', 'BIRC2', 'IKBKB', 'MAP3K14', 'TRAF2', 'IKBKG', 'MAP3K7', 'CHUK', 'HSP90AA1', 'NFKB2', 'TRAF6']",MAP3K14
DDX1,"['HNRNPK', 'MRE11A', 'RPA2', 'C14orf166', 'EEF1A1', 'HNRNPA1', 'FAM98B', 'RTCB', 'CTNNB1', 'ATM', 'CSTF2', 'HNRNPM']",DDX1
SYT9,"['TUBB', 'TRPV1', 'SYNCRIP']",SYT9
NPHP1,"['PTK2B', 'FLNA', 'TNK2', 'RPGRIP1L', 'BCAR1', 'NPHP4']",NPHP1
IFIT5,"['CHUK', 'IFIT1', 'IFIT3', 'IKBKG']",IFIT5
FCGR2A,"['PIK3R1', 'SYK', 'CRYAB']",FCGR2A
KLF8,"['PARP1', 'CTBP2']",KLF8
NUPR1,"['COPS5', 'MSL1']",NUPR1
PDCD5,"['VHL', 'KAT5', 'TP53', 'YAF2', 'OTUD5']",PDCD5
PRIM2,"['POLA1', 'MMS19', 'DUSP9', 'POLA2', 'CIAO1', 'PRIM1', 'RAE1']",PRIM2
FAM98B,"['RTCB', 'C14orf166', 'DDX1']",FAM98B
PRLR,"['TEC', 'JAK2', 'PPIA', 'VAV1', 'PRLR', 'CREBBP', 'FBXW11']",PRLR
USB1,"['RNU6-1', 'PRPF19', 'CDC5L', 'PLRG1']",USB1
UBASH3A,"['EGFR', 'ABCE1', 'CBL', 'UBC', 'MAP3K7', 'RNF41']",UBASH3A
HIP1R,"['HIP1', 'CLTC', 'BOP1', 'GAK', 'PICALM', 'CLTB']",HIP1R
HOXA2,"['PSMB2', 'RCHY1', 'PSMA3']",HOXA2
CTTNBP2NL,"['PDCD10', 'STK25', 'CTTNBP2', 'MOB4', 'STRN3', 'PPP2CA', 'ZRANB1', 'STRN', 'STRN4', 'STRIP1', 'STK24', 'STK26', 'PPP2CB', 'PPP2R1A']",CTTNBP2NL
KCNJ1,"['SLC9A3R1', 'SH3RF1', 'SLC9A3R2']",KCNJ1
PTPRF,"['EGFR', 'PPFIA2', 'NAA50', 'CTNNB1', 'TRIO', 'PPFIA1']",PTPRF
GEMIN4,"['AGO2', 'HDAC11', 'GEMIN6', 'SMN1', 'CALCOCO2', 'GEMIN5', 'LGALS1', 'GEMIN2', 'DDX20', 'PPP4R2', 'USP9X', 'DICER1']",GEMIN4
BAX,"['MCL1', 'SH3GLB1', 'BAK1', 'BCL2A1', 'SLC25A4', 'FGFR1', 'TP53', 'XRCC6', 'BCL2L2', 'BCL2L1', 'BCL2', 'CLU', 'CRYAB', 'YWHAQ', 'BAX', 'CRYAA', 'VDAC1']",BAX
CHML,"['RAB3A', 'RAB1A', 'RAB5A']",CHML
SMAD1,"['ZEB2', 'USP15', 'HOXC8', 'ZCCHC12', 'SMAD1', 'AR', 'RUNX2', 'SMAD3', 'GSK3B', 'CREBBP', 'SKI', 'PSMB4', 'STUB1', 'WDR77', 'CDK8', 'SMURF1', 'SMAD6', 'NKX3-2', 'EP300', 'LEMD3', 'YAP1', 'SMAD4', 'ZNF423', 'SMAD2', 'NEDD9', 'PIAS4', 'HIPK2', 'NEDD4', 'MAPK1', 'ACVR1', 'SMURF2', 'WWP1']",SMAD1
TRIM39,"['UBE2D2', 'TRIM17', 'TRIM39', 'UBE2K', 'UBE2D3', 'TP53', 'UBE2E2', 'CACTIN', 'UBE2D1', 'KDM1A', 'DCUN1D1', 'UBE2D4', 'UBTD1', 'UBE2E1', 'UBE2E3', 'TRIM21', 'MOAP1']",TRIM39
PLCD3,['ARIH1'],PLCD3
CTAG1B,['MAGEC1'],CTAG1B
PTP4A2,"['RABGGTB', 'CNNM4', 'CNNM3', 'PTP4A3', 'CNNM1', 'CNNM2', 'PSMC5', 'PTP4A1', 'USP11']",PTP4A2
CCT6A,"['CCT8', 'CDC20', 'POC1A', 'PPP2R2D', 'TCP1', 'PPP2CB', 'CDK5', 'DDB2', 'TP53', 'NEDD1', 'TUBA1B', 'PPP2R2B', 'PPP2R2C', 'RAP2C', 'RFWD2', 'CCT2', 'PPP1CA', 'ILK', 'IGBP1', 'PPP2CA', 'STRN3', 'CCT7', 'STRN', 'CCT5', 'UBC', 'TUBG1', 'JAK3', 'DCAF7', 'CCT3', 'PPP4C', 'CCT4']",CCT6A
PIGC,['PIGQ'],PIGC
ROCK2,"['CDKN3', 'MYL2']",ROCK2
MAGEA1,"['PBX3', 'NOTCH1', 'RNF166', 'ANKHD1', 'SH3GLB2', 'CCDC14', 'NSMCE4A', 'MIEF1', 'ANKRD17', 'FBXW7', 'SNW1', 'PCGF6', 'TRIM31']",MAGEA1
IQUB,['MDFI'],IQUB
RAB18,['EGFR'],RAB18
RIPK4,"['HIF1AN', 'BIRC3', 'XIAP', 'SPATA5L1', 'BTRC', 'PRKCD', 'BIRC2', 'TRAF7', 'PRKCB']",RIPK4
DTX1,"['MAP3K1', 'NOTCH1', 'ITCH', 'EIF3F', 'TAX1BP3', 'EP300']",DTX1
TP53,"['UBE2N', 'MAPK9', 'PER2', 'LRPPRC', 'CDK1', 'SOX4', 'CDKN2A', 'HABP4', 'SFN', 'CSNK1D', 'BRE', 'ACTB', 'STUB1', 'FBXO11', 'NOC2L', 'RPS10', 'ELL', 'CCT7', 'ETS2', 'CEBPZ', 'SENP3', 'HNRNPA1', 'RPS17', 'CHD3', 'PHB', 'GTF2H1', 'RAD23A', 'KPNA4', 'RPL27', 'TAF6', 'TFAP2A', 'ASH2L', 'AGO1', 'DDX5', 'TRIM28', 'SMG7', 'NAT10', 'TP63', 'SNAI1', 'PLK3', 'PSME3', 'HIPK2', 'HSPA1A', 'UHRF2', 'RBBP6', 'SIN3A', 'TWIST1', 'CSNK2A1', 'BACH1', 'PCNA', 'VCP', 'TK1', 'SMARCB1', 'TRAF6', 'HIPK1', 'ANKRD2', 'BTRC', 'CDC14A', 'USP7', 'SMN1', 'FOXO3', 'SETD7', 'MAP9', 'NCOA1', 'AXIN1', 'COPS5', 'OTUD5', 'VPRBP', 'HUWE1', 'UHRF1', 'ESR1', 'YWHAZ', 'CCT3', 'HDAC1', 'NR4A1', 'RPL5', 'S100A4', 'MSH2', 'RPL4', 'DNMT1', 'UBE4B', 'RPL11', 'ZNF148', 'MAPK8', 'NR1I2', 'BANP', 'RING1', 'SMAD3', 'TSC22D1', 'ITCH', 'IGF2BP1', 'PDLIM7', 'ZBTB33', 'YY1', 'DNAJA1', 'HERC2', 'PABPC1', 'WRN', 'MTA1', 'HSPA9', 'TSC22D3', 'BAK1', 'HNRNPK', 'CCT8', 'BLM', 'RPL8', 'BRCA1', 'PML', 'RBBP5', 'DMTF1', 'TOP2A', 'XAF1', 'CHEK1', 'MDM4', 'NR3C1', 'USP10', 'MED1', 'FBXO42', 'ING4', 'UBE2A', 'FAM188B', 'NFYB', 'OTUB1', 'CCDC8', 'RPS26', 'ATXN3', 'NQO1', 'EHMT1', 'RFWD2', 'RBPJ', 'EP300', 'HSPA5', 'UBR5', 'PDCD5', 'CCT5', 'MAPK3', 'BARD1', 'BRCC3', 'PARK2', 'BAX', 'ERCC3', 'BAIAP2L1', 'TRIM39', 'CCNH', 'PTTG1IP', 'ZBTB49', 'TBPL1', 'UBE3A', 'CCT6A', 'SYVN1', 'WT1', 'TP53', 'MDH1', 'BCL2L1', 'HECW1', 'CCT2', 'WWOX', 'GPS2', 'MDM2', 'UBE2Q1', 'HMGB1', 'TFDP1', 'MAPK1', 'MNAT1', 'CDK9', 'DGKZ', 'HNRNPM', 'FAM175B', 'PTGS2', 'PIAS2', 'GSK3B', 'CREBBP', 'HIPK3', 'TBP', 'HDAC2', 'TOP1', 'UCHL1', 'TRIM24', 'PIAS1', 'RPL26', 'BAG2', 'SMYD2', 'RFFL', 'LRRK2', 'RNF2', 'BTBD2', 'CUL7', 'NCL', 'NCOR1', 'NFYA', 'CDK2', 'TCF4', 'NR0B2', 'KAT2A', 'TUBB2A', 'ING5', 'POLI', 'TAF9', 'KAT2B', 'EIF2AK2', 'VRK1', 'APEX1', 'UBE2I', 'UBC', 'CDC14B', 'ZMIZ1', 'CXXC1', 'AURKA', 'USP3', 'PPP2R5C', 'KMT2A', 'HNF4A', 'ERCC2', 'TNFAIP3', 'C10orf90', 'RB1', 'GNL3', 'CDK5', 'DTL', 'PPP1R13L', 'ZNF420', 'SIRT1', 'KDM4D', 'ETS1', 'UBD', 'NGFR', 'RNF125', 'VHL', 'RPS2', 'ARID1A', 'SMARCC1', 'PATZ1', 'SMARCA4', 'NDN', 'TP53BP2', 'CYLD', 'SOCS1', 'SET', 'RNF20', 'EFEMP2', 'CDK7', 'DAXX', 'STK11', 'L3MBTL1', 'MAGEB18', 'MTA2', 'TFIP11', 'YBX1', 'BRCA2', 'ATM', 'SETD1A', 'MUC1', 'CHEK2', 'PSMD4', 'RPS3A', 'HSP90AA1', 'NPM1', 'HIF1A', 'PADI4', 'APTX', 'BCL2L2', 'RPL7A', 'RNF38', 'KPNB1', 'MCL1', 'ATR', 'PIN1', 'MSL2', 'RELA', 'HSPA4', 'PSMC5', 'RPA1', 'PARP1', 'USP42', 'SQSTM1', 'AIMP2', 'G3BP2', 'ATF3', 'NUMB', 'SRPK1', 'ARIH2', 'BCR', 'GLTSCR2', 'HSPA8', 'TAF1', 'PAK4', 'LAMA4', 'HSP90B1', 'G3BP1', 'HSPA1B', 'ELL3', 'TOP2B', 'TTK', 'VRK2', 'HSPB1', 'RPLP0', 'TRRAP', 'PPARGC1A', 'RNF128', 'CUL9', 'TOPORS', 'TRIM27', 'KAT6A', 'NFKBIA', 'UBE2K', 'PTTG1', 'TCP1', 'HTT', 'CCNG1', 'DVL2', 'TADA3', 'BMI1', 'ZBTB17', 'RPS7', 'CSNK1A1', 'SIN3B', 'RFWD3', 'KDM1A', 'MYC', 'PPP2R1A', 'CREB1', 'HSPA1L', 'MUL1', 'RPL23', 'CDKN1A', 'KAT5', 'TP73', 'ERCC6', 'PTK2', 'CRYAB', 'BCL2', 'OBSL1', 'SRSF1', 'MAP3K1', 'RCHY1', 'SP1', 'SIVA1', 'CCDC106', 'ZBTB8A', 'EGR1', 'LAMTOR5', 'USP11', 'TUBA1C', 'ATRX', 'UIMC1', 'BAG5', 'NABP2', 'KAT7', 'UTP14A', 'NLK', 'PARK7', 'PTEN', 'RAD51', 'ING1', 'BRD7', 'TP53BP1', 'MAGED2', 'WDR5', 'PHF1', 'CFLAR', 'TP53INP1', 'ZBTB2', 'ZBTB7A', 'MAPK14', 'MAGEA2', 'SMAD2', 'E4F1', 'KAT8', 'PRKDC', 'TUBB', 'CCT4']",TP53
HAAO,['GAD1'],HAAO
LRP2BP,['LRP2'],LRP2BP
POP7,"['SART3', 'RPP25', 'RPP30', 'RPP40']",POP7
PEX3,['PEX19'],PEX3
CCT2,"['CCT8', 'CDC20', 'MLST8', 'VCP', 'ACTR1B', 'POC1A', 'PPP2R2D', 'TCP1', 'PPP2CB', 'OBSL1', 'CCDC8', 'CDK5', 'DDB2', 'CCT6A', 'CASP7', 'PPP6C', 'XIAP', 'FLCN', 'POC1B', 'TP53', 'NEDD1', 'TUBA1B', 'PPP2R2B', 'PPP2R2C', 'RFWD2', 'ILK', 'IGBP1', 'PPP2CA', 'STRN3', 'CCT7', 'CCT5', 'STRN', 'TUBG1', 'BUB3', 'CUL7', 'DCAF7', 'FBXW4', 'ESR1', 'TUBB', 'CCT3', 'PPP4C', 'HDAC1', 'CCT4', 'CCT6B', 'PACRG']",CCT2
IFT80,"['IFT52', 'TTC30A', 'TTC30B', 'IFT57', 'IFT88']",IFT80
ZSCAN32,"['ZSCAN32', 'ZKSCAN1', 'ZNF24', 'SCAND1', 'ZSCAN22', 'ZNF446', 'ZKSCAN4', 'ZNF174']",ZSCAN32
BTBD1,"['COPS3', 'COPS4', 'UBE2M', 'TOP1', 'CUL3', 'COPS5', 'COPS6', 'COPS7A']",BTBD1
NR4A2,"['RXRA', 'SMARCA2', 'SMARCA4']",NR4A2
EML1,['TUBB3'],EML1
ELAVL1,"['PTGS2', 'MIRLET7B', 'VCP', 'G3BP1', 'PCBP2', 'CTNNB1', 'SREK1', 'AGO2', 'XIAP', 'MAEL', 'ERG', 'RBFOX2', 'CELF1', 'BMI1', 'STAU1', 'VEGFA', 'CELF2', 'MIRLET7I', 'PRKCD', 'VHL', 'CHEK2', 'PTBP1', 'ELAVL1', 'TCF3', 'HIF1A', 'PTBP2', 'ANP32B', 'CHD4', 'HNRNPA1', 'PRKCA', 'TRIM25', 'SET', 'RBM3', 'SUZ12', 'FAF2']",ELAVL1
NUDCD2,['PRMT5'],NUDCD2
FBXO10,['CUL1'],FBXO10
JUN,"['MAPK9', 'FBXW7', 'BRCA1', 'PML', 'JDP2', 'CRBN', 'ARIH1', 'TRIP4', 'NELFB', 'ATF2', 'EDF1', 'ETS2', 'UBE2I', 'ATF7', 'UBC', 'FOSL2', 'NFE2L2', 'RBM39', 'USP6', 'APLP2', 'NCOR2', 'MAZ', 'RB1', 'PPP2R2D', 'PPP3CB', 'TSG101', 'NFE2L1', 'ABL1', 'GOPC', 'SIRT1', 'RFWD2', 'EP300', 'ETS1', 'ZBTB7C', 'NFATC1', 'CREB5', 'HIRA', 'CSK', 'CREB1', 'CSNK2A1', 'EWSR1', 'FOSB', 'MAP3K1', 'SP1', 'NFATC2', 'FOSL1', 'MAPK10', 'MYOD1', 'NCOA1', 'NACA', 'BCL3', 'STAT3', 'HSP90AA1', 'COPS5', 'HIF1A', 'JUN', 'TGIF1', 'ESR1', 'MAPK1', 'BCL6', 'KAT7', 'PRKD1', 'MBD3', 'PIAS2', 'MAPK8', 'DACH1', 'DDX21', 'PIN1', 'SMAD3', 'RUNX2', 'GSK3B', 'CREBBP', 'RNF187', 'CLINT1', 'RUNX1', 'ITCH', 'FOS', 'PIAS1', 'BATF3', 'PPP3CA', 'ATF3', 'DDIT3', 'KPNA2', 'SMAD2', 'NEDD4', 'ATF4', 'NFYA', 'HMGA1']",JUN
CDC37,"['CHORDC1', 'CLK3', 'EIF2AK1', 'CDK7', 'FKBP4', 'SMYD3', 'FKBPL', 'PPP2R1A', 'IKBKB', 'CDK11B', 'PPP5C', 'FKBP6', 'CDK11A', 'FKBP5', 'CDK1', 'FER', 'MAP3K11', 'STK11', 'IFIT3', 'FGFR1', 'CDC37L1', 'SKP1', 'PINK1', 'SQSTM1', 'STUB1', 'GLMN', 'AHSA1', 'NTRK1', 'UNC45A', 'DDX17', 'IRAK1', 'TARS2', 'RAF1', 'TNK2', 'CHUK', 'AKT1', 'NOS3', 'CDK4', 'IKBKE', 'DNAJC7', 'EGFR', 'BRAF', 'CTTN', 'FGFR3', 'RAE1', 'PPID', 'ARAF', 'TOMM34', 'RPAP3', 'DNAJB1', 'MGEA5', 'RPS6KA6', 'HSP90AA1', 'PSEN1', 'AURKB', 'IKBKG', 'LRRK2', 'CDC25C', 'CDC37', 'TTC4', 'HSP90AB1', 'NUP98', 'USP19', 'TTC9C', 'STK33', 'ABL2', 'CDK9', 'AIP', 'APOE', 'UPF1', 'SYNE2', 'HNRNPM']",CDC37
MYL6B,"['IQGAP1', 'MYL6', 'SPA17', 'UBE2A']",MYL6B
BEST1,['PPP2CA'],BEST1
DNTTIP2,"['DNTT', 'ESR1']",DNTTIP2
HEY1,"['FBXO45', 'RPL11', 'HES1', 'HEY2', 'STK38L', 'NONO', 'STK38']",HEY1
ZNF207,"['UBR5', 'BUB3']",ZNF207
AUP1,"['SYVN1', 'CLN3', 'SEL1L', 'MDC1', 'VCP', 'OPRM1', 'OS9', 'APOB', 'UBE2G2', 'UBE2J1', 'ITGA2B', 'FAF2']",AUP1
RBM22,['PPIE'],RBM22
ASCL4,['TCF12'],ASCL4
CDK10,"['ETS2', 'PIN1']",CDK10
SLC25A6,"['SOCS2', 'NDUFB8']",SLC25A6
SRR,"['GOLGA3', 'FBXO22']",SRR
CREBBP,"['MED23', 'CARM1', 'HOXB6', 'BRCA1', 'PML', 'FGFR1', 'REL', 'KAT2B', 'NCOA2', 'XAF1', 'CDK8', 'SREBF1', 'AKT1', 'ATF2', 'STAT2', 'SRC', 'PTMA', 'RARA', 'CTBP1', 'TDG', 'NR3C1', 'MDC1', 'PPARGC1A', 'ETS2', 'HDAC3', 'UBE2I', 'NCOA6', 'NFATC4', 'MYB', 'NFE2L2', 'HOXB7', 'MED25', 'MECOM', 'TRIM25', 'KAT6A', 'RAD23A', 'SREBF2', 'HLF', 'KMT2A', 'HNF4A', 'HBP1', 'CDC20', 'KLF1', 'AR', 'HIST1H4A', 'PPARG', 'SRCAP', 'MYBL2', 'CTNNB1', 'ANAPC5', 'HTT', 'NEUROG1', 'ATXN3', 'IRF3', 'STAT6', 'EP300', 'ETS1', 'GTF2B', 'PRLR', 'CUX1', 'KLF13', 'NUP98', 'KHDRBS1', 'MYC', 'HNF1A', 'POU2F3', 'STAT1', 'CREB1', 'CSNK2A1', 'SMAD1', 'CDKN1A', 'TP73', 'PCNA', 'EWSR1', 'IKBKB', 'DAXX', 'SMARCB1', 'VDR', 'TRERF1', 'ANAPC7', 'SP1', 'NFATC2', 'EGR1', 'TP53', 'XRCC6', 'CHUK', 'PYGO2', 'SETD1A', 'FOXO3', 'MYOD1', 'NCOA1', 'GCM1', 'MTDH', 'STAT3', 'MDM2', 'SERTAD1', 'HIF1A', 'JUN', 'E2F1', 'RBBP4', 'TFDP1', 'NKX2-1', 'NFE2', 'ESR1', 'TGS1', 'AIRE', 'HDAC1', 'IRF5', 'CPSF4', 'POU1F1', 'NLK', 'POLR2A', 'EBF1', 'SUMO1', 'ONECUT1', 'SMAD3', 'RELA', 'CDC27', 'CREBBP', 'EID1', 'PARP1', 'MYBL1', 'EID3', 'HDAC2', 'FOXO4', 'FOS', 'HIST3H3', 'DDX17', 'GLI3', 'RPS6KA1', 'ATF3', 'SS18L1', 'KPNA2', 'IKBKG', 'SMAD2', 'TCF3', 'HIST1H3A', 'FOXO1', 'KLF4', 'DUX4', 'NCOR1', 'SRF', 'ATF4', 'CDK2', 'HMGA1', 'NCOA3', 'KLF5']",CREBBP
LPIN1,"['BTRC', 'FBXW11']",LPIN1
EDRF1,"['HSPA8', 'TTC4']",EDRF1
PAX3,"['TRIM28', 'MEOX2', 'HDAC10', 'MEOX1', 'FZR1', 'PCTP', 'TAF1', 'SOX10']",PAX3
C17orf85,['SNIP1'],C17orf85
CYTIP,"['CYTH1', 'SOCS1']",CYTIP
DUSP2,['MAPK1'],DUSP2
KLHL13,"['COPS6', 'USP25', 'CUL3', 'AURKB', 'KLHL21', 'COPS5', 'KLHL9', 'KLHL22']",KLHL13
GRK6,"['KCNIP3', 'ADRB2', 'HSP90AA1']",GRK6
ZFYVE9,"['PPP1CA', 'ST7', 'HERC2', 'PPP1CC', 'SMAD3', 'RNF11', 'SMAD2', 'PML']",ZFYVE9
DYNLRB1,"['DYNC1H1', 'DYNLT1', 'DYNC1I2', 'DYNLL1']",DYNLRB1
MIOS,"['SESN1', 'DEPDC5', 'WDR24', 'GATSL3', 'SEC13', 'SESN2', 'WDR59']",MIOS
PHLDB2,"['USP7', 'FLNC']",PHLDB2
LMNA,"['PCGF2', 'NUP133', 'AHCTF1', 'ZNF239', 'CTNNB1', 'AKTIP', 'H2AFY', 'NONO', 'MCM3AP', 'PARP1', 'TRIM28', 'NUP155', 'SYNE1', 'MCM5', 'MORF4L1', 'FLNA', 'URB2', 'EMD', 'LBR', 'DDX3X', 'PGRMC2', 'TMEM230', 'SREBF1', 'HNRNPA2B1', 'STX5', 'SYCE1', 'TOR1AIP1', 'LEMD3', 'FUS', 'BANF1', 'WWOX', 'LMNA', 'SF3B3', 'MLIP', 'SRRM2', 'MATR3', 'LMNB1', 'UBE2I', 'DUSP13', 'EGF', 'HNRNPR', 'NUP50', 'CDC5L', 'SENP1', 'PPME1', 'RBBP4', 'NARF', 'NUP153', 'NCL', 'PCBP1', 'KPNA6', 'SRRM1', 'NUP98', 'HNRNPA1', 'PPP1CC', 'LMNB2', 'ALOX12', 'PHB', 'POM121', 'MYC', 'TMPO', 'TMEM201', 'YWHAQ', 'H2AFX', 'HNRNPM']",LMNA
PRKCD,"['NOTCH1', 'TP73', 'IKBKB', 'HIST1H1A', 'PTPN6', 'SP1', 'HIST1H1B', 'RIPK4', 'SQSTM1', 'IL32', 'PLD2', 'INSR', 'CHUK', 'SHC1', 'TNFRSF1A', 'MUC1', 'PRKCD', 'VHL', 'FLI1', 'RASGRP3', 'STAT3', 'ELAVL1', 'C1QBP', 'NFE2L2', 'SPRY2', 'IRS1', 'PDPK1', 'STAT1']",PRKCD
RNF24,['TRPC6'],RNF24
TEX11,"['LIN37', 'EFHC1', 'MEF2BNB', 'CDKN1A', 'COL20A1', 'POM121', 'MEF2BNB-MEF2B', 'STMN2', 'SNX7', 'NEFL', 'HYI', 'TSC22D4']",TEX11
ATP5O,"['ATP5F1', 'ACKR3', 'NDUFS4', 'ATP5H', 'ATP5A1', 'PTPN5', 'ATP5J', 'ATP5D', 'ATP5B', 'VDAC1']",ATP5O
ENKD1,"['MDFI', 'TRAF2', 'CEP70']",ENKD1
ENPP1,['INSR'],ENPP1
STX16,"['ZDHHC17', 'VAMP4']",STX16
PTPRT,['EGFR'],PTPRT
ADRBK2,['ADRBK1'],ADRBK2
MYD88,"['IL1R1', 'IRAK2', 'IRAK4', 'TNIP1', 'SMAD3', 'RAC1', 'TRAF6', 'TLR9', 'STAP2', 'IRF4', 'IRAK1', 'USP7', 'FLII', 'IRF7', 'MYD88', 'CISH', 'SPOP', 'SIAH1', 'TIRAP', 'IRF5', 'TXN', 'TLR4']",MYD88
ZBTB9,['ZNF408'],ZBTB9
PRPF31,"['GOLGA2', 'HNRNPK', 'SART1', 'PHF5A', 'USP15', 'SF3A2', 'PRPF6', 'PRPF3', 'AES', 'JAKMIP2', 'SF3A3', 'CTNNBL1', 'XAB2', 'MKRN3', 'KHDRBS2', 'TFIP11', 'NHP2L1', 'PRPF4', 'PRPF8', 'SNRPD1', 'SNRPD2', 'EFTUD2', 'SNRPG', 'SF3B3', 'SF3B1', 'MEPCE', 'SART3', 'CD2BP2', 'PNMA1', 'MDFI', 'SNRPA1']",PRPF31
TRUB2,"['FASTKD2', 'WBSCR16', 'MRPL50']",TRUB2
NFYA,"['NFYC', 'SP1', 'SRF', 'NFYB', 'TP53', 'EP300', 'ZHX1', 'CDK2', 'JUN']",NFYA
LSM7,"['LSM5', 'FKBP4', 'LSM2', 'LSM4', 'LSM3', 'SART3', 'TACC1', 'SNRPD3', 'LSM6']",LSM7
AP1B1,"['EGFR', 'AP1S1', 'EPS15', 'AP1M2', 'SLC2A8', 'AP1S2', 'AP1M1', 'AP2M1', 'AMPH', 'KIF13A', 'AP1G1', 'CLINT1']",AP1B1
SYK,"['CRKL', 'BLNK', 'PTK2', 'VAV1', 'FYN', 'FGR', 'NCK1', 'TRAF6', 'PTPN6', 'SH3BP2', 'HDAC6', 'FAM46A', 'SRC', 'LCK', 'CALM1', 'HDAC9', 'CTTN', 'FCGR2A', 'UBASH3B', 'TRAIP', 'LCP2', 'FCGR3A', 'HDAC3', 'PIK3R1', 'CBL', 'TUBG1', 'CBLB', 'GRB2', 'DPP9', 'USP25', 'HDAC1', 'LYN', 'MAPT', 'SYK', 'INPP5D']",SYK
