Genes,caudate,cerebral cortex,hippocampus,hypothalamus,Norm_Symbol
NFIX,2,0,1,0,NFIX
BCL2,3,3,3,0,BCL2
PCNA,1,2,2,0,PCNA
OLIG2,3,3,3,0,OLIG2
ENG,3,3,3,0,ENG
IQCD,2,2,0,0,IQCD
ZBED8,1,2,1,0,ZBED8
PAPOLA,0,2,0,0,PAPOLA
ASAH1,1,2,2,0,ASAH1
PPP1R21,0,0,0,0,PPP1R21
KRT6C,3,2,0,0,KRT6C
GNMT,2,3,1,0,GNMT
SLAMF1,0,0,1,0,SLAMF1
NME6,1,2,1,0,NME6
CDK9,1,2,2,0,CDK9
ALDH4A1,2,2,2,0,ALDH4A1
ZIC3,2,2,2,0,ZIC3
PCCB,0,2,3,0,PCCB
SHROOM2,1,1,1,0,SHROOM2
RPL29,1,3,2,0,RPL29
RABEP2,0,1,1,0,RABEP2
SCYL2,2,2,1,0,SCYL2
MINK1,2,2,2,0,MINK1
HSPBP1,2,3,3,0,HSPBP1
MAMDC4,2,3,2,0,MAMDC4
SRSF7,2,2,2,0,SRSF7
CADM4,2,2,2,0,CADM4
ADRB1,1,2,0,0,ADRB1
LRWD1,0,1,0,0,LRWD1
CDKN1A,1,2,1,0,CDKN1A
MAFF,3,3,3,0,MAFF
CRMP1,2,1,2,0,CRMP1
FAM50B,3,2,3,0,FAM50B
GPX8,2,3,3,0,GPX8
SUCLG1,2,1,1,0,SUCLG1
NEUROD4,1,2,1,0,NEUROD4
UBQLN1,2,1,1,0,UBQLN1
FNDC5,2,3,3,0,FNDC5
U2AF2,0,2,0,0,U2AF2
BICD1,2,3,3,0,BICD1
GATAD2B,1,2,2,0,GATAD2B
STAT2,0,0,0,0,STAT2
PNMA8A,0,0,0,0,PNMA8A
POLR2F,0,1,0,0,POLR2F
SLC27A4,0,0,0,0,SLC27A4
C7orf57,0,0,0,0,C7orf57
SPA17,2,2,2,0,SPA17
ULBP1,2,3,2,0,ULBP1
CCDC47,2,2,2,0,CCDC47
DAB1,2,2,2,0,DAB1
IGF2BP2,1,0,0,0,IGF2BP2
SKP1,2,2,1,0,SKP1
GLB1,0,0,0,2,GLB1
ARL1,2,1,1,0,ARL1
SUSD2,2,2,1,0,SUSD2
RNF181,2,2,2,0,RNF181
FAM204A,2,3,2,0,FAM204A
WDR18,1,1,1,0,WDR18
CDC42SE2,2,2,1,0,CDC42SE2
KCNC3,2,2,2,0,KCNC3
MED26,1,1,1,0,MED26
DNM2,1,3,2,0,DNM2
DMXL2,0,0,0,0,DMXL2
SUOX,1,2,1,0,SUOX
EIF3E,0,0,0,0,EIF3E
SLC6A3,2,2,2,0,SLC6A3
THEM4,2,2,2,0,THEM4
EXTL3,3,2,3,0,EXTL3
RGS9,3,2,2,0,RGS9
STX3,2,2,2,0,STX3
CHST3,0,0,1,0,CHST3
CLIC3,2,2,2,0,CLIC3
TEX2,2,3,0,0,TEX2
TMEM242,0,1,2,0,TMEM242
ME3,2,1,1,0,ME3
MRTO4,2,2,1,0,MRTO4
VIRMA,1,2,1,0,VIRMA
LRP4,2,2,1,0,LRP4
ARFGAP2,2,3,2,0,ARFGAP2
CLIP2,2,2,2,0,CLIP2
SMARCC2,2,2,1,0,SMARCC2
RPL9,2,1,1,0,RPL9
ARL5A,0,0,0,0,ARL5A
PFN2,2,2,2,0,PFN2
HAAO,2,2,2,0,HAAO
PFDN2,2,3,2,0,PFDN2
CYGB,3,3,3,0,CYGB
POLR3E,2,2,1,0,POLR3E
PYGO2,2,1,2,0,PYGO2
NAPG,0,1,0,0,NAPG
ZNF768,0,0,0,0,ZNF768
POM121C,2,2,2,0,POM121C
ST6GAL1,2,2,2,0,ST6GAL1
GPRC5B,1,1,0,0,GPRC5B
COL4A1,2,2,2,0,COL4A1
TNFSF15,3,3,3,0,TNFSF15
AIG1,3,2,3,0,AIG1
FBXO42,0,0,0,0,FBXO42
CKAP5,2,2,2,0,CKAP5
PGAP3,0,0,0,0,PGAP3
TTC39C,2,0,1,0,TTC39C
GTPBP1,1,1,0,0,GTPBP1
FMR1,2,2,2,0,FMR1
KIRREL1,0,0,0,0,KIRREL1
RICTOR,0,0,0,0,RICTOR
SZT2,0,2,2,0,SZT2
AWAT1,3,3,3,0,AWAT1
S100A11,1,3,1,0,S100A11
TMEM74B,2,0,0,0,TMEM74B
HK1,2,3,2,0,HK1
MROH1,1,1,1,0,MROH1
POLR3G,0,0,0,0,POLR3G
RPL39L,0,0,0,0,RPL39L
FRS3,2,3,2,0,FRS3
CRHBP,3,3,0,0,CRHBP
BUD23,2,3,3,0,BUD23
PSD3,2,2,2,0,PSD3
TAF10,0,0,0,0,TAF10
RASL11A,0,0,0,0,RASL11A
TMEM8B,1,2,1,0,TMEM8B
BSPH1,2,2,2,0,BSPH1
PHF12,1,1,2,0,PHF12
RPS24,1,2,1,0,RPS24
CFHR2,1,1,2,0,CFHR2
NAGPA,0,0,0,0,NAGPA
PTGS1,2,2,3,0,PTGS1
ERBB4,2,2,2,0,ERBB4
ASZ1,2,3,2,0,ASZ1
FKBP5,2,2,1,0,FKBP5
RABAC1,1,1,1,0,RABAC1
SARS2,0,0,0,0,SARS2
HNRNPA0,0,0,0,0,HNRNPA0
GNL3,0,0,0,0,GNL3
ABHD8,2,1,2,0,ABHD8
IVL,0,1,2,0,IVL
SERPINA4,1,1,1,0,SERPINA4
PEA15,2,2,2,0,PEA15
PIGN,2,2,2,0,PIGN
SLC25A39,0,1,0,0,SLC25A39
RIPK2,2,2,1,0,RIPK2
NOA1,2,2,2,0,NOA1
VIPR1,1,1,0,0,VIPR1
URM1,2,0,0,0,URM1
TUBB,3,3,3,0,TUBB
MAPRE2,0,0,0,0,MAPRE2
COL22A1,0,0,0,0,COL22A1
SDR39U1,0,0,0,0,SDR39U1
GLRX3,1,1,1,0,GLRX3
RPTOR,0,0,0,0,RPTOR
SH2B3,2,2,2,0,SH2B3
FBN1,3,3,0,0,FBN1
ACAP2,2,2,2,0,ACAP2
GNRH1,2,2,2,0,GNRH1
ASTE1,2,1,2,0,ASTE1
RRP1,3,3,3,0,RRP1
ZSCAN30,0,0,0,0,ZSCAN30
ZMAT2,0,0,0,0,ZMAT2
FCSK,0,0,1,0,FCSK
P2RY12,0,0,0,0,P2RY12
NEXN,1,0,0,0,NEXN
SCNN1A,0,0,0,0,SCNN1A
SLC2A10,0,0,0,0,SLC2A10
CCDC93,1,1,1,0,CCDC93
MACC1,0,0,0,0,MACC1
BNC2,0,0,0,0,BNC2
IGLON5,2,2,1,0,IGLON5
SAT1,1,1,1,0,SAT1
LSP1,3,3,2,0,LSP1
DAP3,3,3,0,0,DAP3
FES,2,2,2,0,FES
PRPF3,1,2,2,0,PRPF3
FOLH1,0,0,1,0,FOLH1
CCNB3,3,2,3,0,CCNB3
CHFR,2,2,1,0,CHFR
LPIN1,2,2,1,0,LPIN1
SGSM2,3,3,3,0,SGSM2
CKAP2,2,3,2,0,CKAP2
SREBF2,1,2,0,0,SREBF2
API5,2,2,2,0,API5
GRAMD1B,0,0,0,0,GRAMD1B
RAB27B,0,0,1,0,RAB27B
SPEF2,0,0,1,0,SPEF2
PDCD11,2,1,2,0,PDCD11
THBS3,2,2,2,0,THBS3
RPTN,0,0,0,0,RPTN
RNF19A,0,0,1,0,RNF19A
XIRP1,0,0,0,0,XIRP1
CYTH4,2,2,2,0,CYTH4
LMBR1,2,3,3,0,LMBR1
FOXS1,2,3,2,0,FOXS1
ALDH1A3,1,1,1,0,ALDH1A3
JUN,0,0,0,0,JUN
TMEM168,0,2,0,0,TMEM168
DMRT1,1,2,1,0,DMRT1
STAT5B,2,1,2,0,STAT5B
FIGN,2,2,2,0,FIGN
PPP1CB,0,0,2,0,PPP1CB
HORMAD1,0,0,0,0,HORMAD1
IFT52,3,3,3,0,IFT52
PDX1,2,2,2,0,PDX1
GLDC,3,3,2,0,GLDC
CLK4,2,2,2,0,CLK4
CAPNS1,1,1,0,0,CAPNS1
MEF2D,3,2,3,0,MEF2D
BRCA1,3,3,1,0,BRCA1
CANX,0,1,2,0,CANX
PDE6A,2,3,2,0,PDE6A
PLAAT2,2,2,0,0,PLAAT2
SYK,0,2,1,0,SYK
KIAA0753,2,1,2,0,KIAA0753
AK6,0,0,0,0,AK6
NACC1,1,1,0,0,NACC1
APOBEC4,2,2,2,0,APOBEC4
TUBGCP2,1,0,0,0,TUBGCP2
ZNF521,0,0,0,0,ZNF521
EME1,0,0,0,0,EME1
SPART,0,0,0,0,SPART
C2orf83,1,1,1,0,C2orf83
ZNF211,0,2,1,0,ZNF211
UCHL3,3,3,2,0,UCHL3
AFF2,3,3,3,0,AFF2
IGFL4,3,3,3,0,IGFL4
BORCS5,0,0,0,0,BORCS5
MFSD6,2,2,2,0,MFSD6
DENND4B,2,2,2,0,DENND4B
YES1,1,2,1,0,YES1
STAB2,1,0,0,0,STAB2
TMSB4X,0,0,0,0,TMSB4X
GINM1,0,2,1,0,GINM1
GLO1,2,2,2,0,GLO1
TMEM222,2,2,2,0,TMEM222
ANKRD2,2,3,3,0,ANKRD2
GGT7,2,3,2,0,GGT7
PLEKHA2,0,0,1,0,PLEKHA2
KLF17,1,1,1,0,KLF17
HMGB4,2,2,2,0,HMGB4
PIGQ,1,0,0,0,PIGQ
BCL2L11,0,1,0,0,BCL2L11
WDR35,0,0,0,0,WDR35
CCNB2,1,2,0,0,CCNB2
LIPF,2,2,2,0,LIPF
DNAH9,0,0,0,0,DNAH9
ZNF787,1,1,2,0,ZNF787
PRDM1,0,1,0,0,PRDM1
TRIB2,3,3,3,0,TRIB2
ESX1,0,0,0,0,ESX1
ARMH4,0,0,0,0,ARMH4
APIP,2,3,2,0,APIP
NUMBL,0,0,0,0,NUMBL
AHSP,0,0,0,0,AHSP
PGAP2,0,1,1,0,PGAP2
TACO1,0,0,0,0,TACO1
ARAP2,2,2,2,0,ARAP2
SLC22A13,2,3,2,0,SLC22A13
WIPI1,2,2,2,0,WIPI1
LARP6,3,3,3,0,LARP6
FBN2,3,3,3,0,FBN2
NSRP1,1,1,1,0,NSRP1
NTS,0,0,0,0,NTS
HNRNPD,1,2,2,0,HNRNPD
DGKZ,1,2,2,0,DGKZ
PSG11,0,0,0,0,PSG11
TTC32,0,0,0,0,TTC32
PNPO,3,3,2,0,PNPO
ENTPD8,0,0,0,0,ENTPD8
GATM,0,1,0,0,GATM
RAD18,3,2,2,0,RAD18
FGF2,0,0,0,0,FGF2
FASLG,0,0,0,0,FASLG
PDCL2,0,0,0,0,PDCL2
PER2,3,3,2,0,PER2
SAP30BP,0,0,0,0,SAP30BP
FEM1B,0,1,0,0,FEM1B
RAB9A,2,0,0,0,RAB9A
IQCG,1,1,1,0,IQCG
BCAR1,3,3,3,0,BCAR1
KCND2,1,1,1,0,KCND2
ART3,0,1,0,0,ART3
ATP6V1G1,2,0,2,0,ATP6V1G1
NIN,0,0,0,0,NIN
GNA12,0,0,0,0,GNA12
ZG16,1,0,0,0,ZG16
CDC42EP4,0,0,0,0,CDC42EP4
APOO,0,0,0,0,APOO
CGB8,3,3,3,0,CGB8
RBM15B,2,2,2,0,RBM15B
WHAMM,2,2,2,0,WHAMM
ZNF777,0,1,0,0,ZNF777
PPM1A,3,3,3,0,PPM1A
FGF9,0,0,0,0,FGF9
DAOA,1,1,1,0,DAOA
MPG,0,0,0,0,MPG
RNF135,0,0,0,0,RNF135
SLC7A3,3,3,2,0,SLC7A3
FAM168A,1,0,1,0,FAM168A
FAR2,2,2,0,0,FAR2
CFTR,2,2,2,0,CFTR
PTMA,2,2,2,0,PTMA
KMT2D,2,0,3,0,KMT2D
RPL26,1,2,1,0,RPL26
NTF3,2,2,1,0,NTF3
CDC23,1,1,2,0,CDC23
MRPL13,2,1,1,0,MRPL13
STK11,0,0,0,0,STK11
ANKRD31,0,0,0,0,ANKRD31
RETNLB,0,0,0,0,RETNLB
FH,2,1,2,0,FH
C21orf59-TCP10L,2,3,2,0,C21orf59-TCP10L
HPCA,2,1,1,0,HPCA
SIGLEC6,2,3,3,0,SIGLEC6
NEURL2,1,2,1,0,NEURL2
ARMC4,1,2,1,0,ARMC4
MYO1F,0,0,0,0,MYO1F
TNNC2,0,0,0,0,TNNC2
FN3KRP,3,3,1,0,FN3KRP
VPS33B,1,1,2,0,VPS33B
NUB1,0,0,0,0,NUB1
TTC19,1,0,0,0,TTC19
NDUFB10,0,0,0,0,NDUFB10
ITGB5,2,2,2,0,ITGB5
C5orf22,1,1,1,0,C5orf22
PHACTR2,1,0,0,0,PHACTR2
STX4,0,0,0,0,STX4
WDR37,2,3,2,0,WDR37
HILPDA,2,2,2,0,HILPDA
TAF5,0,0,0,0,TAF5
ARHGEF12,3,3,3,0,ARHGEF12
RFTN1,0,0,0,0,RFTN1
GALE,1,2,1,0,GALE
AMY1B,2,2,2,0,AMY1B
ND4,0,2,1,0,ND4
KIF4A,1,1,1,0,KIF4A
SEC24A,0,0,0,0,SEC24A
KRT86,2,2,2,0,KRT86
HSD17B6,0,0,0,0,HSD17B6
SMURF1,1,1,1,0,SMURF1
NPR3,1,2,1,0,NPR3
CLEC16A,0,0,0,0,CLEC16A
NR2E1,2,1,1,0,NR2E1
KPNA5,0,0,0,0,KPNA5
ELOVL1,2,1,1,0,ELOVL1
KTN1,0,0,0,0,KTN1
ICAM5,3,3,3,0,ICAM5
FOXA1,0,1,0,0,FOXA1
PARD3,2,1,0,0,PARD3
MCM4,0,0,0,0,MCM4
NSD2,1,2,1,0,NSD2
B4GALT2,0,0,0,0,B4GALT2
GNG13,2,3,2,0,GNG13
FAM120A,0,0,0,0,FAM120A
DECR1,0,0,0,0,DECR1
PITX1,2,2,3,0,PITX1
MAFK,2,1,2,0,MAFK
CDH11,2,2,2,0,CDH11
R3HDM2,2,2,1,0,R3HDM2
DAO,0,0,0,0,DAO
COX1,3,3,3,0,COX1
USO1,0,0,0,0,USO1
GART,1,0,0,0,GART
SORT1,1,1,0,0,SORT1
TCP11L1,2,2,2,0,TCP11L1
LAMA1,0,0,0,0,LAMA1
COMMD8,1,0,0,0,COMMD8
DAZAP1,3,3,3,0,DAZAP1
RPP25,2,3,2,0,RPP25
ALG12,1,2,1,0,ALG12
PANK2,0,1,0,0,PANK2
DES,1,1,0,0,DES
IL18RAP,0,0,2,0,IL18RAP
DUOX1,0,0,0,0,DUOX1
DNASE1L1,0,0,0,0,DNASE1L1
BORCS7,1,2,1,0,BORCS7
ARFGEF1,2,3,1,0,ARFGEF1
ELOVL7,0,0,0,0,ELOVL7
WEE1,0,0,0,0,WEE1
GALNT5,0,2,1,0,GALNT5
A1BG,0,0,0,0,A1BG
NIPSNAP3A,2,2,1,0,NIPSNAP3A
LCK,1,1,1,0,LCK
DPP9,1,3,2,0,DPP9
ZPBP,0,0,0,0,ZPBP
CD63,0,0,0,0,CD63
GCNT4,0,0,0,0,GCNT4
METRN,1,1,2,0,METRN
TDRD5,1,2,2,0,TDRD5
MBD2,0,0,0,0,MBD2
TMEM132E,2,2,1,0,TMEM132E
NDUFB6,0,0,0,0,NDUFB6
LACTB2,1,0,1,0,LACTB2
BLZF1,1,1,1,0,BLZF1
HNRNPUL2,2,2,2,0,HNRNPUL2
CENPM,2,2,2,0,CENPM
SMC1B,0,0,0,0,SMC1B
CHRD,0,0,0,0,CHRD
DSC3,0,0,0,0,DSC3
KCNMA1,2,3,2,0,KCNMA1
C9orf78,2,2,2,0,C9orf78
SCO1,3,3,3,0,SCO1
SIRT5,2,2,1,0,SIRT5
SEC13,0,1,0,0,SEC13
H1-3,1,1,0,0,H1-3
IFIT2,3,3,0,0,IFIT2
IRGC,1,1,1,0,IRGC
IBA57,1,2,1,0,IBA57
MIS12,0,2,2,0,MIS12
SLIT3,3,3,3,0,SLIT3
SLFN5,1,2,1,0,SLFN5
MRPS30,1,2,2,0,MRPS30
FLVCR2,2,2,2,0,FLVCR2
LDHB,3,3,3,0,LDHB
DQX1,2,2,2,0,DQX1
IGF2,2,2,2,0,IGF2
CBX3,2,1,1,0,CBX3
undefined,3,3,2,0,undefined
SPOCD1,2,2,1,0,SPOCD1
TACSTD2,2,2,1,0,TACSTD2
ELK1,3,3,3,0,ELK1
LOXL4,0,0,0,0,LOXL4
PXK,1,2,1,0,PXK
TCHP,2,2,2,0,TCHP
KLHL25,1,1,1,0,KLHL25
EEF1B2,2,3,2,0,EEF1B2
HMGCR,0,0,1,0,HMGCR
ZNF76,2,3,2,0,ZNF76
DDOST,2,3,3,0,DDOST
CFAP57,2,2,2,0,CFAP57
MERTK,1,0,0,0,MERTK
TMX2,2,2,2,0,TMX2
ANTKMT,0,0,0,0,ANTKMT
STARD4,0,1,0,0,STARD4
PIK3R3,2,3,2,0,PIK3R3
KHDRBS3,2,3,3,0,KHDRBS3
RFK,3,3,3,0,RFK
MYOC,0,2,1,0,MYOC
FFAR2,2,3,3,0,FFAR2
ST8SIA1,2,3,3,0,ST8SIA1
HOPX,2,2,2,0,HOPX
COX14,1,0,1,0,COX14
MYH6,1,1,1,0,MYH6
SLC16A1,1,2,1,0,SLC16A1
NOP56,0,0,0,0,NOP56
ASCL1,3,2,3,0,ASCL1
TNFAIP6,1,2,1,0,TNFAIP6
TPRA1,2,3,2,0,TPRA1
SELE,2,3,2,0,SELE
SOCS3,1,2,2,0,SOCS3
LRP5,0,0,0,0,LRP5
NBEA,2,3,3,0,NBEA
KCNE2,1,0,1,0,KCNE2
TSPY3,0,0,0,0,TSPY3
TOP3A,2,1,1,0,TOP3A
TADA1,1,1,1,0,TADA1
MROH7,0,0,0,0,MROH7
KRT77,0,0,0,0,KRT77
VPS16,3,2,3,0,VPS16
CORO1A,3,3,2,0,CORO1A
RBP1,0,0,0,0,RBP1
SBDS,0,0,0,0,SBDS
GLUL,2,3,3,0,GLUL
ZNF185,2,2,2,0,ZNF185
GUCA2A,2,2,2,0,GUCA2A
MEI1,1,2,1,0,MEI1
LRIT2,0,0,0,0,LRIT2
PHLDB1,0,0,0,0,PHLDB1
YWHAG,1,2,1,0,YWHAG
TUBB2B,0,0,0,0,TUBB2B
BBS4,0,0,0,0,BBS4
NDUFAF6,2,2,2,0,NDUFAF6
PSMB10,1,1,1,0,PSMB10
ASAP1,1,3,3,0,ASAP1
CD274,1,2,2,0,CD274
ACSM2B,2,3,2,0,ACSM2B
PVR,0,0,0,0,PVR
AMPD1,1,2,1,0,AMPD1
BHLHE22,0,1,1,0,BHLHE22
AAK1,2,2,2,0,AAK1
INTS14,2,1,2,0,INTS14
KRTAP3-3,2,2,2,0,KRTAP3-3
STAR,0,1,0,0,STAR
PJA2,1,1,0,0,PJA2
CT47A12,3,3,3,0,CT47A12
DDX46,0,0,0,0,DDX46
TEX13A,1,2,2,0,TEX13A
ZNF267,2,3,3,0,ZNF267
BCAS1,0,0,0,0,BCAS1
MAP1S,2,1,2,0,MAP1S
RNF130,0,0,0,0,RNF130
ZBTB37,3,3,3,0,ZBTB37
NME2,1,1,1,0,NME2
TAF1A,1,3,1,0,TAF1A
KIF1B,2,2,2,0,KIF1B
GAGE1,0,1,0,0,GAGE1
MAP7,0,2,1,0,MAP7
BPIFB1,0,0,0,0,BPIFB1
WDR36,0,0,0,0,WDR36
ELMSAN1,3,3,2,0,ELMSAN1
LRP2,2,3,3,0,LRP2
RABEPK,2,1,1,0,RABEPK
FNBP4,0,0,0,0,FNBP4
FAM161A,0,0,0,0,FAM161A
ZNF37A,0,0,0,0,ZNF37A
SSX4B,2,2,2,0,SSX4B
C2orf88,2,3,3,0,C2orf88
ELMO2,3,3,2,0,ELMO2
BMP2K,0,0,0,0,BMP2K
SLC4A2,0,0,0,0,SLC4A2
TMEM221,1,2,1,0,TMEM221
CSH2,2,2,2,0,CSH2
CFAP299,2,2,2,0,CFAP299
SORBS3,3,1,1,0,SORBS3
SPATA7,2,3,2,0,SPATA7
LUZP4,2,2,2,0,LUZP4
ALDH18A1,1,2,1,0,ALDH18A1
AKAP6,2,0,1,0,AKAP6
ARL6IP6,2,3,2,0,ARL6IP6
SUPT3H,2,2,1,0,SUPT3H
PRKRA,2,3,3,0,PRKRA
UBE4B,0,0,0,0,UBE4B
GSTM5,0,0,0,0,GSTM5
TRMT6,2,2,1,0,TRMT6
RITA1,1,2,0,0,RITA1
OCIAD1,1,1,1,0,OCIAD1
TRABD2A,1,2,1,0,TRABD2A
ANKRD17,2,3,2,0,ANKRD17
PSTPIP2,2,1,2,0,PSTPIP2
ZBTB10,0,0,1,0,ZBTB10
HSF2,1,1,1,0,HSF2
TERF2IP,3,3,3,0,TERF2IP
C16orf95,3,3,3,0,C16orf95
SNX6,0,1,2,0,SNX6
HDAC5,1,2,2,0,HDAC5
OXA1L,3,3,2,0,OXA1L
GDAP1L1,2,3,2,0,GDAP1L1
ZRANB2,2,2,2,0,ZRANB2
MICAL2,2,2,2,0,MICAL2
SLC44A3,0,0,0,0,SLC44A3
IQCN,0,0,0,0,IQCN
NPLOC4,0,1,1,0,NPLOC4
IGLL1,0,0,0,0,IGLL1
FAM120AOS,0,0,0,0,FAM120AOS
DEFA4,0,0,0,0,DEFA4
PCDHA4,0,0,0,0,PCDHA4
TBCB,3,3,2,0,TBCB
AIF1,0,0,0,0,AIF1
GSTZ1,2,2,2,0,GSTZ1
SIM2,3,3,1,0,SIM2
CD248,1,0,0,0,CD248
GCM1,0,1,1,0,GCM1
HHIPL2,2,2,2,0,HHIPL2
EFS,2,1,0,0,EFS
KLF4,0,1,0,0,KLF4
ADH7,2,2,2,0,ADH7
ISYNA1,0,1,1,0,ISYNA1
CDK14,2,2,2,0,CDK14
CMTR1,1,1,0,0,CMTR1
PEX5,3,3,2,0,PEX5
DEAF1,0,1,0,0,DEAF1
VWF,3,3,2,0,VWF
IFNGR2,0,0,0,0,IFNGR2
ING5,1,2,1,0,ING5
QRSL1,0,0,0,0,QRSL1
MBL2,1,3,3,0,MBL2
DIPK1A,2,2,2,0,DIPK1A
RCVRN,0,0,0,0,RCVRN
TNFSF4,1,2,1,0,TNFSF4
GOPC,1,2,2,0,GOPC
COL4A2,2,2,2,0,COL4A2
WDR34,1,1,3,0,WDR34
SPACA5B,2,2,2,0,SPACA5B
RTRAF,3,3,3,0,RTRAF
HABP2,1,2,1,0,HABP2
SPATA13,1,0,1,0,SPATA13
VRK1,2,2,2,0,VRK1
DCP2,1,2,2,0,DCP2
NIFK,2,1,2,0,NIFK
KRT34,3,3,3,0,KRT34
NLRP1,2,0,2,0,NLRP1
MTG1,3,3,3,0,MTG1
RPL17-C18orf32,0,0,0,0,RPL17-C18orf32
PTX3,0,0,1,0,PTX3
RER1,2,3,2,0,RER1
TSEN2,1,2,2,0,TSEN2
SOWAHB,3,1,3,0,SOWAHB
CYP1A2,2,0,1,0,CYP1A2
RUVBL1,1,1,1,0,RUVBL1
COPS5,2,2,2,0,COPS5
CTSH,2,2,2,0,CTSH
SUN2,0,0,0,0,SUN2
ORC1,2,2,2,0,ORC1
PRKD2,2,3,2,0,PRKD2
TNPO1,3,3,3,0,TNPO1
GBP3,3,3,3,0,GBP3
AKR1C3,2,2,1,0,AKR1C3
PDE1B,0,0,0,0,PDE1B
CACNG8,1,1,1,0,CACNG8
TENM3,1,2,2,0,TENM3
DMRTB1,2,2,2,0,DMRTB1
CALN1,2,3,3,0,CALN1
RRN3,1,1,1,0,RRN3
TBC1D20,0,0,1,0,TBC1D20
SSB,0,0,0,0,SSB
PDXP,0,0,0,0,PDXP
RAB6A,3,3,3,0,RAB6A
RASD2,0,0,0,0,RASD2
SRP54,0,0,0,0,SRP54
TTC5,2,2,1,0,TTC5
APOC4-APOC2,2,2,2,0,APOC4-APOC2
NUDT4,0,2,0,0,NUDT4
MUC5AC,1,0,1,0,MUC5AC
NSUN6,2,1,2,0,NSUN6
SLC8A2,0,0,0,0,SLC8A2
OTUD7B,1,2,1,0,OTUD7B
SPECC1,2,2,0,0,SPECC1
LRRN1,2,3,2,0,LRRN1
SHC1,0,1,1,0,SHC1
LNX2,1,2,2,0,LNX2
DBH,2,2,3,0,DBH
MRPL28,0,0,0,0,MRPL28
RAD1,2,2,1,0,RAD1
SHLD1,2,1,1,0,SHLD1
AQP12B,0,0,0,0,AQP12B
NOSIP,0,0,0,0,NOSIP
ARGLU1,1,2,2,0,ARGLU1
PENK,0,0,0,0,PENK
C2orf81,2,2,2,0,C2orf81
KCNA6,1,0,0,0,KCNA6
MRPL51,2,3,3,0,MRPL51
FLG2,3,3,3,0,FLG2
TMBIM6,3,2,1,0,TMBIM6
PTPN9,0,0,0,0,PTPN9
GALC,3,3,3,0,GALC
PSMC3,2,2,1,0,PSMC3
DPH6,2,2,2,0,DPH6
CD247,2,2,2,0,CD247
PIK3R4,0,0,0,0,PIK3R4
PHC3,3,3,3,0,PHC3
RSAD1,2,2,2,0,RSAD1
SPEG,3,3,3,0,SPEG
TEX264,2,2,2,0,TEX264
IK,2,3,2,0,IK
CAST,0,3,2,0,CAST
PAGE4,2,2,2,0,PAGE4
SDR16C5,3,2,2,0,SDR16C5
KPNA3,2,2,1,0,KPNA3
POLR3K,2,0,1,0,POLR3K
SNUPN,0,0,0,0,SNUPN
WDR59,1,2,1,0,WDR59
NOP2,0,0,0,0,NOP2
UPF1,0,0,0,0,UPF1
RAB11FIP4,3,2,3,0,RAB11FIP4
NHEJ1,0,0,0,0,NHEJ1
PRSS38,2,2,2,0,PRSS38
TP53TG5,0,1,0,0,TP53TG5
HHIPL1,0,1,0,0,HHIPL1
HNRNPM,3,2,0,0,HNRNPM
TRADD,0,2,1,0,TRADD
GRIN1,2,1,2,0,GRIN1
SOWAHA,0,0,1,0,SOWAHA
SCAF8,1,0,0,0,SCAF8
PARG,0,0,0,0,PARG
C6orf226,0,0,0,0,C6orf226
TCEA1,3,3,0,0,TCEA1
NARS1,0,0,0,0,NARS1
PEX5L,1,3,3,0,PEX5L
CCDC36,0,0,0,0,CCDC36
B3GALNT2,0,1,1,0,B3GALNT2
ANKRD26,0,0,0,0,ANKRD26
TPH2,0,0,0,0,TPH2
SH3RF3,2,2,2,0,SH3RF3
TUBB4A,0,0,0,0,TUBB4A
TSPY2,0,1,0,0,TSPY2
CSNK1D,2,3,2,0,CSNK1D
POLR2E,2,2,1,0,POLR2E
DUSP18,0,0,0,0,DUSP18
IDH2,0,0,0,0,IDH2
BTF3,1,1,1,0,BTF3
ADIRF,2,2,3,0,ADIRF
CDK7,1,0,1,0,CDK7
SNAP25,0,0,0,0,SNAP25
ADO,0,0,0,0,ADO
TMED6,0,0,0,0,TMED6
PARP14,2,2,0,0,PARP14
ZNF541,2,2,2,0,ZNF541
CFAP73,0,0,1,0,CFAP73
ZNF84,2,2,0,0,ZNF84
UBE2D2,3,3,3,0,UBE2D2
HOXC13,0,0,0,0,HOXC13
THY1,2,2,2,0,THY1
SFXN4,2,2,1,0,SFXN4
ACSF2,0,2,1,0,ACSF2
SARDH,0,0,0,0,SARDH
HPS1,0,0,0,0,HPS1
CDC73,3,2,2,0,CDC73
MOCS2,0,0,0,0,MOCS2
NECAB1,0,3,2,0,NECAB1
PGPEP1,0,0,0,0,PGPEP1
LRFN3,0,0,0,0,LRFN3
CTSE,1,3,1,0,CTSE
RFX4,0,0,0,0,RFX4
SERPINB6,0,0,0,0,SERPINB6
NAP1L1,0,0,0,0,NAP1L1
FAM83G,1,1,1,0,FAM83G
FAM53C,2,2,2,0,FAM53C
MYO1B,1,1,0,0,MYO1B
NFYA,3,2,3,0,NFYA
SMOX,3,3,3,0,SMOX
ENTPD4,0,0,0,0,ENTPD4
PEMT,2,2,1,0,PEMT
JAK2,2,2,1,0,JAK2
EMC3,2,0,0,0,EMC3
ANP32A,0,0,0,0,ANP32A
FBP1,2,2,2,0,FBP1
TTLL3,1,1,2,0,TTLL3
